01010,1001,3
01010,0101,1
01010,0010,1
01010,0011,2
01010,1010,1
01010,1000,2
01010,0000,2
01010,0001,2
01010,1011,2
01010,0110,1
01010,1101,2
01010,1100,2
01010,0100,1
01010,0111,2
01010,1110,2
01010,1111,3
11001,1001,1
11001,0101,2
11001,0010,3
11001,0011,3
11001,1010,3
11001,1000,2
11001,0000,3
11001,0001,2
11001,1011,2
11001,0110,3
11001,1101,1
11001,1100,1
11001,0100,2
11001,0111,3
11001,1110,2
11001,1111,2
11111,1001,3
11111,0101,3
11111,0010,4
11111,0011,3
11111,1010,3
11111,1000,4
11111,0000,5
11111,0001,4
11111,1011,2
11111,0110,3
11111,1101,2
11111,1100,3
11111,0100,4
11111,0111,2
11111,1110,2
11111,1111,1
10111,1001,2
10111,0101,2
10111,0010,3
10111,0011,2
10111,1010,2
10111,1000,3
10111,0000,4
10111,0001,3
10111,1011,1
10111,0110,2
10111,1101,2
10111,1100,3
10111,0100,3
10111,0111,1
10111,1110,2
10111,1111,1
00010,1001,2
00010,0101,2
00010,0010,1
00010,0011,2
00010,1010,2
00010,1000,2
00010,0000,1
00010,0001,1
00010,1011,3
00010,0110,2
00010,1101,3
00010,1100,3
00010,0100,2
00010,0111,3
00010,1110,3
00010,1111,4
10100,1001,2
10100,0101,2
10100,0010,2
10100,0011,3
10100,1010,1
10100,1000,1
10100,0000,2
10100,0001,3
10100,1011,2
10100,0110,2
10100,1101,2
10100,1100,1
10100,0100,1
10100,0111,3
10100,1110,2
10100,1111,3
01100,1001,3
01100,0101,2
01100,0010,2
01100,0011,3
01100,1010,3
01100,1000,2
01100,0000,2
01100,0001,3
01100,1011,3
01100,0110,1
01100,1101,2
01100,1100,1
01100,0100,1
01100,0111,2
01100,1110,2
01100,1111,3
01110,1001,4
01110,0101,2
01110,0010,2
01110,0011,2
01110,1010,2
01110,1000,3
01110,0000,3
01110,0001,3
01110,1011,3
01110,0110,1
01110,1101,3
01110,1100,2
01110,0100,2
01110,0111,1
01110,1110,1
01110,1111,2
00000,1001,3
00000,0101,3
00000,0010,2
00000,0011,3
00000,1010,3
00000,1000,2
00000,0000,1
00000,0001,2
00000,1011,4
00000,0110,3
00000,1101,4
00000,1100,3
00000,0100,2
00000,0111,4
00000,1110,4
00000,1111,5
00001,1001,2
00001,0101,2
00001,0010,2
00001,0011,2
00001,1010,3
00001,1000,2
00001,0000,1
00001,0001,1
00001,1011,3
00001,0110,3
00001,1101,3
00001,1100,3
00001,0100,2
00001,0111,3
00001,1110,4
00001,1111,4
10000,1001,2
10000,0101,3
10000,0010,2
10000,0011,3
10000,1010,2
10000,1000,1
10000,0000,1
10000,0001,2
10000,1011,3
10000,0110,3
10000,1101,3
10000,1100,2
10000,0100,2
10000,0111,4
10000,1110,3
10000,1111,4
00100,1001,3
00100,0101,2
00100,0010,1
00100,0011,2
00100,1010,2
00100,1000,2
00100,0000,1
00100,0001,2
00100,1011,3
00100,0110,2
00100,1101,3
00100,1100,2
00100,0100,1
00100,0111,3
00100,1110,3
00100,1111,4
00110,1001,3
00110,0101,3
00110,0010,1
00110,0011,1
00110,1010,2
00110,1000,3
00110,0000,2
00110,0001,2
00110,1011,2
00110,0110,1
00110,1101,3
00110,1100,3
00110,0100,2
00110,0111,2
00110,1110,2
00110,1111,3
00111,1001,3
00111,0101,2
00111,0010,2
00111,0011,1
00111,1010,3
00111,1000,4
00111,0000,3
00111,0001,2
00111,1011,2
00111,0110,2
00111,1101,3
00111,1100,4
00111,0100,3
00111,0111,1
00111,1110,3
00111,1111,2
10101,1001,1
10101,0101,1
10101,0010,2
10101,0011,2
10101,1010,1
10101,1000,2
10101,0000,3
10101,0001,2
10101,1011,1
10101,0110,3
10101,1101,1
10101,1100,2
10101,0100,2
10101,0111,2
10101,1110,2
10101,1111,2
11011,1001,2
11011,0101,2
11011,0010,3
11011,0011,2
11011,1010,2
11011,1000,3
11011,0000,4
11011,0001,3
11011,1011,1
11011,0110,3
11011,1101,1
11011,1100,2
11011,0100,3
11011,0111,2
11011,1110,2
11011,1111,1
00101,1001,2
00101,0101,1
00101,0010,1
00101,0011,1
00101,1010,2
00101,1000,3
00101,0000,2
00101,0001,1
00101,1011,2
00101,0110,2
00101,1101,2
00101,1100,3
00101,0100,2
00101,0111,2
00101,1110,3
00101,1111,3
11101,1001,2
11101,0101,2
11101,0010,3
11101,0011,3
11101,1010,2
11101,1000,3
11101,0000,4
11101,0001,3
11101,1011,2
11101,0110,2
11101,1101,1
11101,1100,2
11101,0100,3
11101,0111,2
11101,1110,1
11101,1111,1
01101,1001,2
01101,0101,1
01101,0010,2
01101,0011,2
01101,1010,3
01101,1000,3
01101,0000,3
01101,0001,2
01101,1011,3
01101,0110,1
01101,1101,1
01101,1100,2
01101,0100,2
01101,0111,1
01101,1110,2
01101,1111,2
11100,1001,3
11100,0101,3
11100,0010,3
11100,0011,4
11100,1010,2
11100,1000,2
11100,0000,3
11100,0001,4
11100,1011,3
11100,0110,2
11100,1101,2
11100,1100,1
11100,0100,2
11100,0111,3
11100,1110,1
11100,1111,2
10010,1001,1
10010,0101,3
10010,0010,1
10010,0011,2
10010,1010,1
10010,1000,1
10010,0000,2
10010,0001,2
10010,1011,2
10010,0110,2
10010,1101,2
10010,1100,2
10010,0100,3
10010,0111,3
10010,1110,2
10010,1111,3
00011,1001,2
00011,0101,2
00011,0010,2
00011,0011,1
00011,1010,3
00011,1000,3
00011,0000,2
00011,0001,1
00011,1011,2
00011,0110,3
00011,1101,3
00011,1100,4
